Trial Phase,Trial Number,Time,Position X,Position Y,Position Z
50,2,19.28211,-0.1694153,-0.9366786,0.1799689
50,2,19.38233,0.1375045,-0.9739591,0.1195368
50,2,19.49363,0.1904866,-0.9484429,0.09961703
50,2,19.60439,0.2084282,-0.9376835,0.05285028
50,2,19.71541,0.1324852,-0.9752319,-0.114618
50,2,19.81542,-0.001861304,-0.9368659,-0.3480088
50,2,19.92661,-0.2151642,-0.9285611,-0.4444483
50,2,20.03766,-0.1999751,-0.9367396,-0.4094733
50,2,20.13782,0.124837,-0.9799896,-0.3248029
50,2,20.24863,0.1218444,-0.9799955,0.125929
50,2,20.34887,0.08839157,-0.9799762,0.4600231
50,2,20.45991,-0.07261592,-0.9364488,0.4599549
50,2,20.57111,-0.4421779,-0.9355765,0.4600233
50,2,20.68221,-0.8746835,-0.9183196,0.4946471
50,2,20.79304,-1.010355,-0.9385,0.781534
50,2,20.89323,-0.9014125,-0.9366044,1.020024
50,2,21.00417,-0.6578012,-0.9382523,1.193952
50,2,21.11536,-0.4468867,-0.9209021,1.233401
50,2,21.22651,-0.4292525,-0.911685,1.276366
50,2,21.32652,-0.480035,-0.9799908,1.599499
50,2,21.43755,-0.4800371,-0.9691498,1.643842
50,2,21.54864,-0.4800352,-0.962475,1.656973
50,2,21.65963,-0.5851247,-0.9799757,1.62078
50,2,21.7598,-0.7600211,-0.9799774,1.604525
50,2,21.87087,-0.759963,-0.9379228,1.436707
50,2,21.98227,-0.6903422,-0.9350899,1.139874
50,2,22.0933,-0.5860835,-0.9254356,0.7190591
50,2,22.1933,-0.7320856,-0.9048599,0.6779951
50,2,22.30408,-1.181667,-0.939129,0.7836242
50,2,22.40419,-1.335959,-0.930051,0.9208034
50,2,22.50456,-1.319953,-0.934388,1.017909
50,2,22.61536,-1.415352,-0.8898009,1.115335
50,2,22.72647,-1.661621,-0.8674657,1.308342
50,2,22.83754,-1.889453,-0.8678795,1.411557
50,2,22.94839,-2.016618,-0.8705807,1.410656
50,2,23.04848,-2.149701,-0.8695909,1.424978
50,2,23.15955,-2.142591,-0.8700279,1.406645
50,2,23.25967,-1.80366,-0.8688167,1.31053
50,2,23.37074,-0.9424336,-0.9181054,1.06229
50,2,23.4819,-0.1448542,-0.8687367,0.9068621
50,2,23.59269,0.4577346,-0.9099761,0.8686291
50,2,23.69322,0.9518725,-0.8666439,0.9312179
50,2,23.80444,1.405977,-0.8655601,1.029094
50,2,23.91506,1.79833,-0.9046749,1.091631
50,2,24.01517,2.095983,-0.9393562,1.019958
50,2,24.1262,2.257106,-0.9402475,1.020024
50,2,24.22642,2.367953,-0.938041,1.020027
50,2,24.33738,2.537236,-0.9395362,1.095898
50,2,24.44838,2.710025,-0.9405888,1.225931
50,2,24.55939,2.709963,-0.9416995,1.518047
50,2,24.67045,2.710011,-0.9799857,1.617777
50,2,24.77062,2.710021,-0.940437,1.502982
50,2,24.88166,2.701459,-0.9411473,1.260166
50,2,24.98167,2.643821,-0.9410712,0.9966997
50,2,25.09278,2.486928,-0.941048,0.843403
50,2,25.2038,2.242223,-0.9419791,0.781481
50,2,25.30383,1.972429,-0.9417012,0.6939103
50,2,25.41504,1.821542,-0.9164178,0.6086923
50,2,25.51513,1.612757,-0.8697659,0.542838
50,2,25.62593,1.330565,-0.8729343,0.6554769
50,2,25.7261,1.074571,-0.8711666,0.6751564
50,2,25.83717,0.6738313,-0.9099753,0.7269655
50,2,25.93725,0.5522199,-0.9099752,0.7136437
50,2,26.03727,0.8042109,-0.8706197,0.5819374
50,2,26.14864,1.169986,-0.8680449,0.5038168
50,2,26.25946,1.56869,-0.8708952,0.5564072
50,2,26.37059,1.946822,-0.9407166,0.6970401
50,2,26.47065,2.083037,-0.9401801,1.005828
50,2,26.58148,2.172362,-0.9261386,1.053599
50,2,26.6815,2.194872,-0.9279616,1.049675
50,2,26.7926,2.072639,-0.9429099,1.019966
50,2,26.89293,1.942173,-0.939619,1.019971
50,2,27.00366,1.918564,-0.9433702,1.019382
50,2,27.10636,1.933004,-0.9163842,1.020027
50,2,27.21483,1.943085,-0.9427572,1.019969
50,2,27.31487,1.937494,-0.9423552,1.01997
50,2,27.42585,1.880284,-0.9436965,1.006273
50,2,27.52597,1.869978,-0.9425436,0.9860901
50,2,27.62609,1.869979,-0.9413481,0.9831728
50,2,27.72616,1.86998,-0.9406115,0.9977483
50,2,27.83715,1.86998,-0.9418099,1.008116
50,2,27.94823,1.870034,-0.9421157,1.011538
50,2,28.04827,1.868024,-0.9407067,1.012304
50,2,28.15928,1.869977,-0.9426858,1.019408
50,2,28.25934,1.869977,-0.9421588,1.019408
50,2,28.35938,1.881781,-0.9418055,1.019951
50,2,28.47042,1.866056,-0.940504,1.023963
50,2,28.58143,1.866432,-0.9416791,1.023548
50,2,28.69224,1.866451,-0.9447188,1.023568
50,2,28.79247,1.866451,-0.9424098,1.023568
50,2,28.90346,1.866432,-0.9436414,1.023548
50,2,29.00357,1.866432,-0.9425364,1.023548
50,2,29.11462,1.866451,-0.9431282,1.023568
50,2,29.21462,1.866451,-0.9430982,1.023568
50,2,29.32562,1.866432,-0.9442447,1.023548
50,2,29.42566,1.866432,-0.9438637,1.023548
50,2,29.53675,1.866451,-0.9439934,1.023568
50,2,29.63701,1.866432,-0.9414669,1.023548
50,2,29.73701,1.866451,-0.9413995,1.023568
50,2,29.83701,1.866451,-0.9413985,1.023568
50,2,29.948,1.866451,-0.9426247,1.023568
50,2,30.04808,1.866451,-0.9418227,1.023568
50,2,30.14814,1.866451,-0.9412297,1.023568
50,2,30.25929,1.866432,-0.9408373,1.023548
50,2,30.37029,1.866451,-0.9420091,1.023568
50,2,30.48156,1.866432,-0.9404256,1.023548
50,2,30.59255,1.866451,-0.9415473,1.023568
50,2,30.70371,1.866432,-0.9411308,1.023548
50,2,30.81453,1.866451,-0.9440526,1.023568
50,2,30.92571,1.866432,-0.9432821,1.023548
50,2,31.03673,1.866451,-0.9442279,1.023568
50,2,31.14784,1.866451,-0.944224,1.023568
50,2,31.25889,1.866432,-0.9448975,1.023548
50,2,31.35889,1.866432,-0.9448856,1.023548
50,2,31.4701,1.866451,-0.9438573,1.023568
50,2,31.58136,1.866432,-0.9423708,1.023548
50,2,31.6923,1.866451,-0.9441186,1.023568
50,2,31.79236,1.866451,-0.9434665,1.023568
50,2,31.89259,1.866451,-0.9411756,1.023568
50,2,32.00349,1.866432,-0.9433442,1.023548
50,2,32.10349,1.866432,-0.9432942,1.023548
50,2,32.21468,1.866451,-0.9424829,1.023568
50,2,32.31469,1.866451,-0.94243,1.023568
50,2,32.42571,1.866432,-0.9432914,1.023548
50,2,32.52594,1.866432,-0.9410164,1.023548
50,2,32.63683,1.866451,-0.9432192,1.023568
50,2,32.73692,1.866432,-0.9423646,1.023548
50,2,32.84788,1.866451,-0.9438465,1.023568
50,2,32.95901,1.866432,-0.9436579,1.023548
50,2,33.06989,1.866451,-0.9459387,1.023568
50,2,33.18129,1.866432,-0.9431332,1.023548
50,2,33.2924,1.866451,-0.943138,1.023568
50,2,33.40325,1.866432,-0.9457325,1.023548
50,2,33.50325,1.866432,-0.9457304,1.023548
50,2,33.61458,1.866451,-0.9434792,1.023568
50,2,33.7255,1.866432,-0.9454098,1.023548
50,2,33.83688,1.866451,-0.9427835,1.023568
50,2,33.94756,1.866451,-0.9470987,1.023568
50,2,34.04765,1.866451,-0.9461057,1.023568
50,2,34.15869,1.866432,-0.9468682,1.023548
50,2,34.25878,1.866432,-0.9459362,1.023548
50,2,34.35887,1.866432,-0.9450542,1.023548
50,2,34.46996,1.866451,-0.945274,1.023568
50,2,34.58098,1.866432,-0.9461676,1.023548
50,2,34.69239,1.866451,-0.9431723,1.023568
50,2,34.80313,1.866432,-0.9469278,1.023548
50,2,34.90317,1.866432,-0.9465349,1.023548
50,2,35.01443,1.866451,-0.9449686,1.023568
50,2,35.1255,1.866432,-0.9454072,1.023548
50,2,35.23655,1.866451,-0.9459919,1.023568
50,2,35.34756,1.866432,-0.9469934,1.023548
50,2,35.4476,1.866451,-0.946648,1.023568
50,2,35.55874,1.866432,-0.9463775,1.023548
50,2,35.66985,1.845742,-0.8496043,1.06214
50,2,35.7701,1.790959,-0.6867259,1.194878
50,2,35.88088,1.764677,-0.5675736,1.260609
50,2,35.9809,1.729623,-0.5044702,1.348282
50,2,36.0809,1.724285,-0.499975,1.361633
50,2,36.18092,1.724285,-0.499975,1.361633
50,2,36.2951,1.724285,-0.499975,1.361633
50,2,36.40316,1.724285,-0.499975,1.361633
50,2,36.50323,1.724285,-0.499975,1.361633
50,2,36.61419,1.724285,-0.499975,1.361633
50,2,36.71426,1.724285,-0.499975,1.361633
50,2,36.82526,1.724285,-0.499975,1.361633
50,2,36.93639,1.724285,-0.499975,1.361633
50,2,37.03641,1.724285,-0.499975,1.361633
50,2,37.13653,1.724285,-0.499975,1.361633
50,2,37.24757,1.724285,-0.499975,1.361633
50,2,37.34759,1.724285,-0.499975,1.361633
50,2,37.45859,1.723976,-0.499975,1.362405
50,2,37.5587,1.723976,-0.499975,1.362405
50,2,37.65871,1.723976,-0.499975,1.362405
50,2,37.76966,1.723976,-0.499975,1.362405
50,2,37.8699,1.723976,-0.499975,1.362405
50,2,37.98077,1.723976,-0.499975,1.362405
50,2,38.08081,1.723976,-0.499975,1.362405
50,2,38.18104,1.723976,-0.4999751,1.362405
50,2,38.29181,1.723976,-0.499975,1.362405
50,2,38.39193,1.723976,-0.499975,1.362405
50,2,38.49214,1.723976,-0.499975,1.362405
50,2,38.60296,1.723976,-0.499975,1.362405
50,2,38.71416,1.723976,-0.499975,1.362405
50,2,38.82542,1.723976,-0.499975,1.362405
50,2,38.93633,1.723976,-0.499975,1.362405
50,2,39.04737,1.723976,-0.499975,1.362405
50,2,39.14754,1.723976,-0.4999751,1.362405
50,2,39.25866,1.723976,-0.499975,1.362405
50,2,39.36966,1.723976,-0.499975,1.362405
50,2,39.48072,1.723976,-0.499975,1.362405
50,2,39.58072,1.723976,-0.499975,1.362405
50,2,39.68077,1.723976,-0.499975,1.362405
50,2,39.79174,1.723976,-0.499975,1.362405
50,2,39.8918,1.723976,-0.4999751,1.362405
50,2,40.0029,1.723976,-0.499975,1.362405
50,2,40.10294,1.723976,-0.499975,1.362405
50,2,40.21386,1.723976,-0.499975,1.362405
50,2,40.33061,1.723976,-0.499975,1.362405
50,1,0.3533334,0.633852,-0.07216952,3.594888
50,1,0.459444,0.635175,-0.07453385,3.588659
50,1,0.566169,0.6359737,-0.07828977,3.578404
50,1,0.6774982,0.6372486,-0.07528595,3.595949
50,1,0.7883614,0.6532503,-0.08143663,3.60339
50,1,0.8885977,0.6700065,-0.09996951,3.586915
50,1,0.9887491,0.676928,-0.1243301,3.560585
50,1,1.092348,0.6882136,-0.1713833,3.514578
50,1,1.197004,0.6918043,-0.1921241,3.49994
50,1,1.307917,0.6929166,-0.1989264,3.493353
50,1,1.408002,0.6942658,-0.1994123,3.494011
50,1,1.519086,0.6985372,-0.1994123,3.495071
50,1,1.619292,0.6997814,-0.2018475,3.492118
50,1,1.730554,0.7041517,-0.2125317,3.472622
50,1,1.841369,0.7078743,-0.2271745,3.455654
50,1,1.952369,0.7048166,-0.2305718,3.449027
50,1,2.052397,0.7018558,-0.2305718,3.448303
50,1,2.152439,0.7015554,-0.2300943,3.449538
50,1,2.252466,0.7056834,-0.2493326,3.432559
50,1,2.352889,0.7154701,-0.2968414,3.392305
50,1,2.463466,0.7232792,-0.339692,3.360185
50,1,2.563581,0.7278692,-0.3634869,3.343644
50,1,2.664255,0.7286761,-0.3742156,3.344995
50,1,2.775044,0.7325158,-0.4116215,3.338633
50,1,2.885909,0.7401655,-0.5134492,3.30993
50,1,2.996927,0.7588921,-0.6631447,3.233994
50,1,3.097049,0.7690991,-0.7751688,3.190025
50,1,3.197066,0.7807239,-0.8777213,3.145466
50,1,3.307941,0.7889551,-0.9099751,3.112089
50,1,3.408077,0.7881775,-0.9099751,3.112525
50,1,3.519113,0.7577749,-0.9099762,3.096476
50,1,3.630279,0.7529755,-0.9099751,3.103007
50,1,3.739369,0.7538789,-0.9099751,3.101944
50,1,3.850206,0.7538789,-0.9099751,3.101944
50,1,3.950223,0.7538789,-0.9099751,3.101944
50,1,4.0504,0.7538789,-0.9099751,3.101944
50,1,4.151443,0.7538789,-0.9099751,3.101944
50,1,4.252199,0.7538789,-0.9099751,3.101944
50,1,4.36336,0.7538789,-0.9099751,3.101944
50,1,4.474437,0.7538789,-0.9099751,3.101944
50,1,4.57458,0.7538789,-0.9099751,3.101944
50,1,4.685718,0.7538789,-0.9099751,3.101944
50,1,4.796948,0.7538789,-0.9099751,3.101944
50,1,4.907895,0.7538789,-0.9099751,3.101944
50,1,5.018794,0.7538789,-0.9099751,3.101944
50,1,5.118912,0.7538789,-0.9099751,3.101944
50,1,5.219171,0.7538789,-0.9099751,3.101944
50,1,5.329816,0.7538789,-0.9099751,3.101944
50,1,5.429938,0.7538789,-0.9099751,3.101944
50,1,5.530112,0.7538789,-0.9099751,3.101944
50,1,5.641336,0.7538789,-0.9099751,3.101944
50,1,5.752052,0.7538789,-0.9099751,3.101944
50,1,5.852419,0.7538789,-0.9099751,3.101944
50,1,5.963155,0.7538789,-0.9099751,3.101944
50,1,6.063384,0.7538789,-0.9099751,3.101944
50,1,6.163454,0.7538789,-0.9099751,3.101944
50,1,6.274366,0.7538789,-0.9099751,3.101944
50,1,6.37451,0.7538789,-0.9099751,3.101944
50,1,6.485366,0.7538788,-0.9099751,3.101944
50,1,6.585528,0.7538789,-0.9099751,3.101944
50,1,6.685597,0.7538789,-0.9099751,3.101944
50,1,6.796828,0.7792225,-0.9099752,3.10522
50,1,6.908108,0.7784449,-0.9099751,3.105666
50,1,7.019177,0.7754159,-0.90999,3.118352
50,1,7.130188,0.7567651,-0.7776697,3.191158
50,1,7.241219,0.7667092,-0.8187119,3.143864
50,1,7.341255,0.7646745,-0.8181292,3.089738
50,1,7.452229,0.7489824,-0.6838415,2.964469
50,1,7.563421,0.6482716,-0.4075009,2.950527
50,1,7.674411,0.6776163,-0.3826357,2.497611
50,1,7.785394,0.7180031,-0.6623321,1.842855
50,1,7.885726,0.7944769,-0.8927319,1.147645
50,1,7.996837,0.6221405,-0.9005163,0.7400476
50,1,8.107986,0.5300379,-0.9001181,0.4765214
50,1,8.219117,0.5317826,-0.8999127,0.4189953
50,1,8.319169,0.4472108,-0.899399,0.5355229
50,1,8.430002,0.5300239,-0.9021775,0.6656883
50,1,8.541312,0.5299687,-0.900205,0.5247762
50,1,8.652199,0.5073587,-0.902432,0.2648812
50,1,8.763247,0.5869031,-0.903074,0.1800349
50,1,8.863272,0.6321633,-0.9028343,0.1800337
50,1,8.974254,0.7619667,-0.9041219,0.1800426
50,1,9.074303,0.9554291,-0.9036127,0.09653303
50,1,9.18534,1.090021,-0.9043564,0.1062969
50,1,9.296566,1.089967,-0.9032219,0.06644055
50,1,9.407596,0.9579428,-0.9040258,-0.2480364
50,1,9.50768,0.7860477,-0.8912141,-0.4039363
50,1,9.607699,0.7572575,-0.8766199,-0.4327262
50,1,9.718738,0.7110129,-0.8542143,-0.4790086
50,1,9.819209,0.6812739,-0.8346311,-0.5087519
50,1,9.929726,0.4887633,-0.8349432,-0.527758
50,2,15.03649,0.7070618,-0.578043,1.489493
50,2,15.13651,0.7091149,-0.7376809,1.439342
50,2,15.23653,0.6655211,-0.909975,1.536866
50,2,15.33661,0.6621124,-0.909975,1.536417
50,2,15.43806,0.6659166,-0.9099752,1.52061
50,2,15.53989,0.6618694,-0.9099751,1.495973
50,2,15.64061,0.6365566,-0.9099758,1.506866
50,2,15.75159,0.7396013,-0.8384996,1.333663
50,2,15.85174,0.945393,-0.8370166,1.250289
50,2,15.95178,1.194765,-0.8366578,1.276245
50,2,16.06277,1.392883,-0.83781,1.318825
50,2,16.16279,1.551802,-0.8375995,1.225833
50,2,16.26284,1.626035,-0.8371362,1.180019
50,2,16.36296,1.808814,-0.8753309,1.004955
50,2,16.47389,1.985977,-0.9077452,0.5815132
50,2,16.58505,1.94693,-0.9072567,0.1799775
50,2,16.69602,1.921804,-0.904784,0.1721807
50,2,16.80704,1.868056,-0.9086553,0.1780348
50,2,16.91796,1.870038,-0.9114974,0.180016
50,2,17.02921,1.879632,-0.9101051,0.2126955
50,2,17.12928,1.909789,-0.9093573,0.518087
50,2,17.22935,1.870029,-0.9087662,0.918669
50,2,17.34036,1.97861,-0.9097253,1.020024
50,2,17.44043,2.192771,-0.9089955,1.020034
50,2,17.54081,2.315537,-0.9051805,1.020023
50,2,17.65121,2.430028,-0.9123018,1.161668
50,2,17.7515,2.429973,-0.9094733,1.511611
50,2,17.86239,2.430017,-0.9799916,1.648309
50,2,17.96242,2.453032,-0.9113178,1.500826
50,2,18.06246,2.497435,-0.9109837,1.165624
50,2,18.17354,2.592623,-0.9112579,0.7569788
50,2,18.2846,2.527278,-0.8885189,0.693426
50,2,18.38462,2.291494,-0.875195,0.6673092
50,2,18.49587,1.908485,-0.9101628,0.4897194
50,2,18.60509,1.8617,-0.9249332,0.1716761
50,2,18.70513,1.779307,-0.8833022,0.08928517
50,2,18.81626,1.758241,-0.872658,0.06826526
50,2,18.91679,1.949307,-0.8975788,0.1287039
50,2,19.01782,2.246629,-0.9128748,0.1800318
50,2,19.11804,2.520879,-0.9106567,0.2680441
50,2,19.22904,2.694924,-0.9117595,0.345216
50,2,19.32906,2.702161,-0.9116066,0.3186968
50,2,19.42924,2.52818,-0.9098539,0.2343404
50,2,19.5402,2.182324,-0.9113803,0.180034
50,2,19.65144,1.869974,-0.9100578,0.1799769
50,2,19.76229,1.798781,-0.8770143,0.1118834
50,2,19.86232,1.756369,-0.855507,0.0961456
50,2,19.97336,1.590953,-0.843024,0.1173275
50,2,20.08451,1.076766,-0.8426905,0.4611998
50,2,20.18468,0.655336,-0.9099761,0.6754684
50,2,20.29569,0.3280248,-0.9099762,0.6979221
50,2,20.39583,-0.114958,-0.8406121,0.7195354
50,2,20.50704,-0.4928224,-0.9095377,0.7471011
50,2,20.61792,-0.7301604,-0.9119318,0.7859845
50,2,20.72938,-0.9074996,-0.908451,0.840507
50,2,20.84008,-1.141374,-0.9124982,0.9464908
50,2,20.95113,-1.242198,-0.9131944,1.01995
50,2,21.05115,-1.353426,-0.8923048,1.061165
50,2,21.15124,-1.443431,-0.8502841,1.143449
50,2,21.25134,-1.628419,-0.8410684,1.355835
50,2,21.36215,-1.794721,-0.8440175,1.479125
50,2,21.4625,-1.907505,-0.8405144,1.572104
50,2,21.5733,-2.000439,-0.9099751,1.707278
50,2,21.67337,-1.993036,-0.9099751,1.714719
50,2,21.78433,-1.822671,-0.8444639,1.557025
50,2,21.88514,-1.522373,-0.8364042,1.357194
50,2,21.99719,-1.164763,-0.8804692,1.053025
50,2,22.10449,-0.8475749,-0.9351145,0.9196792
50,2,22.21533,-0.5319495,-0.9377674,0.8559943
50,2,22.31542,-0.4338796,-0.9137988,0.8185804
50,2,22.41633,-0.2205777,-0.8578385,0.7807153
50,2,22.51714,0.1773742,-0.9099753,0.7203418
50,2,22.61772,0.41,-0.9099752,0.6336666
50,2,22.72889,0.4953719,-0.9099753,0.4489956
50,2,22.82922,0.608586,-0.9099753,0.2705971
50,2,22.93991,0.6534507,-0.9099751,0.2321036
50,2,23.04014,1.018903,-0.8419363,0.2026941
50,2,23.15111,1.478532,-0.8433034,0.2220096
50,2,23.26209,1.92613,-0.9146045,0.3466779
50,2,23.3623,2.296621,-0.9125615,0.460022
50,2,23.47316,2.658831,-0.9055281,0.4791065
50,2,23.58445,2.751063,-0.8927699,0.5010386
50,2,23.69534,2.663736,-0.9154467,0.3912849
50,2,23.80652,2.314402,-0.9148054,0.1967472
50,2,23.91761,2.019937,-0.9024458,0.1549
50,2,24.02853,1.777796,-0.8707991,0.08777988
50,2,24.1287,1.503061,-0.8451599,-0.07503802
50,2,24.23976,1.170455,-0.8457173,-0.1145884
50,2,24.34009,0.879967,-0.842448,-0.09794241
50,2,24.45084,0.6147308,-0.9099751,-0.1147584
50,2,24.55093,0.650615,-0.9099752,-0.1366958
50,2,24.66196,1.042749,-0.8459191,-0.1934013
50,2,24.76197,1.550728,-0.8457949,-0.2262439
50,2,24.87302,1.983562,-0.846417,-0.2078156
50,2,24.97306,2.243637,-0.8460585,-0.17746
50,2,25.0731,2.429974,-0.9156334,-0.1420498
50,2,25.18424,2.556787,-0.9153666,-0.08203244
50,2,25.2843,2.692337,-0.9147436,0.005339116
50,2,25.39527,2.709965,-0.9161774,0.1882029
50,2,25.50643,2.710049,-0.9156679,0.4197247
50,2,25.60665,2.677755,-0.9134856,0.4599691
50,2,25.71725,2.563643,-0.9186503,0.4600255
50,2,25.81738,2.42377,-0.9172404,0.4600222
50,2,25.9285,2.371169,-0.9065301,0.4813661
50,2,26.0286,2.333833,-0.9083908,0.4755768
50,2,26.13983,2.221178,-0.9066904,0.4766457
50,2,26.25089,2.073148,-0.9155036,0.6474754
50,2,26.35101,1.869977,-0.9143063,0.8305966
50,2,26.46198,1.870032,-0.9156987,0.9347661
50,2,26.57293,1.930488,-0.896682,1.061246
50,2,26.68416,2.096604,-0.850612,1.151084
50,2,26.78419,2.03522,-0.8458493,1.605883
50,2,26.88419,1.878159,-0.9099753,1.953521
50,2,26.99517,1.702603,-0.9099751,2.093688
50,2,27.1062,1.500195,-0.9099752,2.059025
50,2,27.21753,1.293428,-0.9099753,1.959936
50,2,27.31761,1.090039,-0.9099754,1.860058
50,2,27.42871,0.8823246,-0.8451087,1.593439
50,2,27.53975,0.5443699,-0.9099755,1.475973
50,2,27.63983,0.3230234,-0.9099755,1.425729
50,2,27.75111,-0.1376286,-0.8433559,1.280813
50,2,27.85118,-0.4153827,-0.8803196,1.140196
50,2,27.96208,-0.6235423,-0.9147543,1.168292
50,2,28.0731,-0.7600219,-0.9156909,1.232907
50,2,28.18408,-0.7796715,-0.9070768,1.241236
50,2,28.29518,-0.8219974,-0.886086,1.276081
50,2,28.39522,-0.8469009,-0.8732233,1.325082
50,2,28.50614,-1.058105,-0.8485436,1.367042
50,2,28.60635,-1.299052,-0.8464776,1.348367
50,2,28.71721,-1.350261,-0.8490187,1.310225
50,2,28.81737,-1.503879,-0.8473942,1.199695
50,2,28.92843,-1.885293,-0.8478995,1.060664
50,2,29.02876,-2.224249,-0.8446164,0.9563314
50,2,29.13956,-2.336113,-0.8476871,0.7793755
50,2,29.25052,-2.139931,-0.8491995,0.5408577
50,2,29.35066,-1.912886,-0.8477989,0.1539314
50,2,29.46169,-1.675501,-0.8486898,-0.1338815
50,2,29.57289,-1.327013,-0.8477414,-0.2865577
50,2,29.6838,-0.9305644,-0.8497291,-0.409788
50,2,29.78392,-0.7014586,-0.8486049,-0.4698092
50,2,29.88423,-0.4233206,-0.8455012,-0.5299585
50,2,29.9951,0.02221698,-0.9178296,-0.551872
50,2,30.10607,0.2015817,-0.9495481,-0.5515704
50,2,30.20609,0.2903998,-0.905214,-0.5557749
50,2,30.30669,0.5034448,-0.9099753,-0.5700997
50,2,30.41735,0.9287996,-0.8475649,-0.547566
50,2,30.5174,1.37502,-0.847093,-0.4834608
50,2,30.62887,1.785637,-0.8435397,-0.3911843
50,2,30.73967,2.091717,-0.8465889,-0.3110694
50,2,30.85045,2.423315,-0.9165893,-0.2039753
50,2,30.95051,2.580471,-0.9193118,-0.1030342
50,2,31.06166,2.709971,-0.9189786,-0.02866456
50,2,31.17272,2.710024,-0.9194427,0.01296577
50,2,31.28408,2.709975,-0.9169478,0.04335654
50,2,31.39485,2.452891,-0.9203634,-0.06788963
50,2,31.50588,2.42945,-0.9209268,-0.08716387
50,2,31.60601,2.429978,-0.9198954,-0.03161398
50,2,31.70605,2.429978,-0.9194874,-0.02556542
50,2,31.80608,2.429975,-0.9191911,0.0939987
50,2,31.91733,2.198952,-0.917803,0.4600224
50,2,32.02835,2.087451,-0.9186746,0.5028639
50,2,32.13933,1.869975,-0.9200169,0.4203909
50,2,32.25043,1.793461,-0.8818394,0.364864
50,2,32.35048,1.544992,-0.8495839,0.3373001
50,2,32.46209,1.188359,-0.8446224,0.3234438
50,2,32.57303,0.9110135,-0.8463585,0.5667365
50,2,32.68386,0.8724092,-0.8491683,0.7759457
50,2,32.79486,0.7604064,-0.8502636,1.064536
50,2,32.90594,0.7423289,-0.8506096,1.145341
50,2,33.017,0.8637807,-0.8510897,1.209192
50,2,33.11709,1.072888,-0.8501698,1.224251
50,2,33.22811,1.313103,-0.851113,1.235279
50,2,33.33932,1.568724,-0.8500602,1.203446
50,2,33.45034,1.782156,-0.8510663,1.253398
50,2,33.55039,1.96986,-0.8505612,1.244884
50,2,33.65049,2.128144,-0.8494892,1.221098
50,2,33.76138,2.26011,-0.8517344,1.215461
50,2,33.87253,2.430028,-0.9214017,1.042009
50,2,33.98368,2.455132,-0.9209766,0.9844984
50,2,34.0947,2.342456,-0.921927,0.8014514
50,2,34.19515,2.229865,-0.917392,0.7399789
50,2,34.30589,2.110924,-0.9210422,0.5423086
50,2,34.4169,1.947616,-0.9221172,0.4247368
50,2,34.528,1.870033,-0.9222341,0.3967942
50,2,34.63907,1.869976,-0.9225904,0.4259953
50,2,34.75021,1.870035,-0.9223106,0.3993939
50,2,34.85023,1.776393,-0.8753231,0.2435089
50,2,34.95033,1.769898,-0.8710383,0.1111113
50,2,35.06137,1.902358,-0.9217741,0.1799657
50,2,35.1614,2.115976,-0.9215019,0.1862059
50,2,35.2728,2.361516,-0.918656,0.2719797
50,2,35.38345,2.567941,-0.9232091,0.4091907
50,2,35.4836,2.681892,-0.9217938,0.4599696
50,2,35.59457,2.615695,-0.9231559,0.4599714
50,2,35.69485,2.356261,-0.7599481,0.3598563
50,2,35.80572,2.003961,-0.6344805,0.308856
50,2,35.90581,1.756822,-0.5389581,0.3907012
50,2,36.0168,1.711411,-0.499975,0.5518516
50,2,36.11701,1.72058,-0.499975,0.7835125
50,2,36.22797,1.677696,-0.499975,1.079732
50,2,36.33934,1.562755,-0.4999752,1.390595
50,2,36.44996,1.476409,-0.499975,1.460585
50,2,36.55035,1.381993,-0.499975,1.49474
50,2,36.65076,1.290478,-0.499975,1.51939
50,2,36.76124,1.165229,-0.499975,1.536805
50,2,36.86133,1.021785,-0.4999751,1.529517
50,2,36.96177,0.8276788,-0.4999751,1.502792
50,2,37.07235,0.5345175,-0.4999752,1.462839
50,2,37.17247,0.2848804,-0.4999753,1.342937
50,2,37.28337,-0.03558636,-0.4999757,1.137789
50,2,37.39451,-0.2971348,-0.4999753,1.135252
50,2,37.49483,-0.4669568,-0.4999751,1.17273
50,2,37.60557,-0.5251068,-0.499975,1.19485
50,2,37.71663,-0.5288423,-0.499975,1.192324
50,2,37.8167,-0.4729058,-0.4999751,1.185199
50,2,37.92783,-0.4544819,-0.499975,1.198259
50,2,38.02784,-0.4067003,-0.4999751,1.209552
50,2,38.13889,-0.3558266,-0.499975,1.21065
50,2,38.25012,-0.3568796,-0.499975,1.212582
50,2,38.36115,-0.357165,-0.499975,1.211302
50,2,38.47214,-0.3543378,-0.499975,1.210673
50,2,38.57217,-0.3328409,-0.499975,1.207305
50,2,38.67219,-0.3322878,-0.499975,1.209867
50,2,38.78341,-0.3337018,-0.499975,1.210173
50,2,38.88345,-0.3351156,-0.499975,1.210479
50,2,38.99432,-0.3337017,-0.499975,1.210173
50,2,39.0945,-0.3331474,-0.499975,1.212736
50,2,39.20538,-0.3317345,-0.499975,1.21243
50,2,39.30547,-0.3317345,-0.499975,1.21243
50,2,39.41653,-0.3313847,-0.499975,1.214051
50,2,39.5167,-0.3307578,-0.499975,1.216955
50,2,39.61679,-0.3250746,-0.499975,1.222798
50,2,39.72775,-0.2976044,-0.499975,1.248722
